,,,,,,,,,,,,,,
"Use ""||"" to separate paragraphs, or keywords. E.g. check sample ""spec(bold bullets)"", ""description"" columns",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
name,spec (bold bullets),description,category1,category2,Finish,category4,special note,image1,image2,image3,image4,image5,image…,imageN
VSV004,Whole piece slab size : 126″ x 63″||Half piece slab size : 126″ x 31.5″||Thickness :  2cm||Polished||Printed Quartz,"Please Note: Performing a visual inspection for defects or color matching is essential when working with Vantage Stone Quartz and should be standard practice before cutting.||As with any product made predominantly from natural materials, there can be some variation in color, pattern, as well as pigment concentration, and distribution", Printed Quartz,Marble Looking,Polished,Bookmatch,,VSV004-AB-1.jpg,VSV004-AB-2.jpg,VSV004-AB-3.jpg,,,,
VSV005,Whole piece slab size : 126″ x 63″||Half piece slab size : 126″ x 31.5″||Thickness :  2cm||Polished||Printed Quartz,"Please Note: Performing a visual inspection for defects or color matching is essential when working with Vantage Stone Quartz and should be standard practice before cutting.||As with any product made predominantly from natural materials, there can be some variation in color, pattern, as well as pigment concentration, and distribution", Printed Quartz,Marble Looking,Polished,Bookmatch,,VSV005-AB-1.jpg,VSV005-AB-2.jpg,VSV005-AB-3.jpg,,,,
VSV006,Whole piece slab size : 126″ x 63″||Half piece slab size : 126″ x 31.5″||Thickness :  2cm||Polished||Printed Quartz,"Please Note: Performing a visual inspection for defects or color matching is essential when working with Vantage Stone Quartz and should be standard practice before cutting.||As with any product made predominantly from natural materials, there can be some variation in color, pattern, as well as pigment concentration, and distribution", Printed Quartz,Marble Looking,Polished,Bookmatch,,VSV006-AB-1.jpg,VSV006-AB-2.jpg,VSV006-AB-3.jpg,,,,
VSV007,Whole piece slab size : 126″ x 63″||Half piece slab size : 126″ x 31.5″||Thickness :  2cm||Polished||Printed Quartz,"Please Note: Performing a visual inspection for defects or color matching is essential when working with Vantage Stone Quartz and should be standard practice before cutting.||As with any product made predominantly from natural materials, there can be some variation in color, pattern, as well as pigment concentration, and distribution", Printed Quartz,Marble Looking,Polished,Bookmatch,,VSV007-AB-1.jpg,VSV007-AB-2.jpg,VSV007-AB-3.jpg,,,,
VSV008,Whole piece slab size : 126″ x 63″||Half piece slab size : 126″ x 31.5″||Thickness :  2cm||Polished||Printed Quartz,"Please Note: Performing a visual inspection for defects or color matching is essential when working with Vantage Stone Quartz and should be standard practice before cutting.||As with any product made predominantly from natural materials, there can be some variation in color, pattern, as well as pigment concentration, and distribution", Printed Quartz,Marble Looking,Polished,Bookmatch,,VSV008-AB-1.jpg,VSV008-AB-2.jpg,VSV008-AB-3.jpg,,,,
